Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Activity],[Age],[Freq],[Location],[Mode of transportation],[Nature],[Observation Status],[Reporting Type],[Sex],[Type of mobile technology],[Units]
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),862.0,Venezuela (Bolivarian Republic of),2016.0,1088.32,2016.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),862.0,Venezuela (Bolivarian Republic of),2017.0,824.56,2017.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),862.0,Venezuela (Bolivarian Republic of),2018.0,540.2,2018.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),862.0,Venezuela (Bolivarian Republic of),2019.0,281.45,2019.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),862.0,Venezuela (Bolivarian Republic of),2020.0,200.94,2020.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),862.0,Venezuela (Bolivarian Republic of),2021.0,134.78,2021.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),862.0,Venezuela (Bolivarian Republic of),2022.0,143.97,2022.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,E,A,G,,,CON_USD
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),862.0,Venezuela (Bolivarian Republic of),2000.0,13.29,2000.0,,,,,LFS - Household Sample Survey,,Data reference period: Second semester | Population coverage: Excluding armed forces and/or conscripts,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),862.0,Venezuela (Bolivarian Republic of),2001.0,12.62,2001.0,,,,,LFS - Household Sample Survey,,Data reference period: Second semester | Population coverage: Excluding armed forces and/or conscripts,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),862.0,Venezuela (Bolivarian Republic of),2002.0,11.74,2002.0,,,,,LFS - Household Sample Survey,,Data reference period: Second semester | Population coverage: Excluding armed forces and/or conscripts,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),862.0,Venezuela (Bolivarian Republic of),2003.0,11.61,2003.0,,,,,LFS - Household Sample Survey,,Data reference period: Second semester | Population coverage: Excluding armed forces and/or conscripts,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),862.0,Venezuela (Bolivarian Republic of),2004.0,11.28,2004.0,,,,,LFS - Household Sample Survey,,Data reference period: Second semester | Population coverage: Excluding armed forces and/or conscripts,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),862.0,Venezuela (Bolivarian Republic of),2005.0,11.55,2005.0,,,,,LFS - Household Sample Survey,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),862.0,Venezuela (Bolivarian Republic of),2006.0,12.02,2006.0,,,,,LFS - Household Sample Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),862.0,Venezuela (Bolivarian Republic of),2007.0,12.2,2007.0,,,,,LFS - Household Sample Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),862.0,Venezuela (Bolivarian Republic of),2008.0,11.93,2008.0,,,,,LFS - Household Sample Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),862.0,Venezuela (Bolivarian Republic of),2009.0,11.88,2009.0,,,,,LFS - Household Sample Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),862.0,Venezuela (Bolivarian Republic of),2010.0,11.45,2010.0,,,,,LFS - Household Sample Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
