Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Frequency of Chlorophyll-a concentration],[Level/Status],[Nature],[Observation Status],[Reporting Type],[Sampling Stations],[Units]
14.0,14.1,14.1.1,EN_MAR_BEALIT_EXP,Exported beach litter originating from national land-based sources (Tonnes),170.0,Colombia,2021.0,55243.0,2010-2021,,,,,Global Model for Monitoring Marine Litter,,,,,M,,G,,TONNES
14.0,14.2,14.2.1,EN_SCP_ECSYBA,Number of countries using ecosystem-based approaches to managing marine areas (1 = YES; 0 = NO),170.0,Colombia,2020.0,1.0,2020,,,,,Regional Seas / World Environment Situation Room,,,,LI_IMP_ADMNG,C,,G,,NUMBER
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2019.0,7.985,2019,,8.154,7.856,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: Bahía Chengue | LATITUDE: 11.321 | LONGITUDE: -74.130,,,C,A,G,BAHIACHENGUE,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2019.0,7.993,2019,,8.049,7.915,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: Bahía Santa Marta | LATITUDE: 11.244 | LONGITUDE: -74.221,,,C,A,G,BAHIASANTAMARTA,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2020.0,8.005,2020,,8.089,7.97,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: GUA OFF 13 | LATITUDE: 11.402 | LONGITUDE: -74.069,,,C,A,G,GUAOFF13,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2021.0,8.044,2021,,8.061,8.037,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: GN | LATITUDE: 2.932 | LONGITUDE: -78.102,,,C,A,G,GN,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2021.0,8.066,2021,,8.103,8.047,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: AS | LATITUDE: 2.947 | LONGITUDE: -78.102,,,C,A,G,AS,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2021.0,8.07,2021,,8.098,8.042,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: AN | LATITUDE: 2.996 | LONGITUDE: -78.164,,,C,A,G,AN,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2021.0,8.003999999999998,2021,,8.281,6.924,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name:  | LATITUDE: 2.961 | LONGITUDE: -78.174,,,C,A,G,COLOMBIA,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2021.0,8.024,2021,,8.031,8.008,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: GS | LATITUDE: 2.876 | LONGITUDE: -78.122,,,C,A,G,GS,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2021.0,7.981,2021,,8.057,7.862,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: REDCAM | LATITUDE: 3.929 | LONGITUDE: -77.349,,,C,A,G,REDCAM,PH
